id,title,code,description,lecture_units,laboratory_units,is_credit,created_at,updated_at
21,***,COMMELEC115,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
22,AB Electrification and Control Systems,ABEN80,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
23,AB Machinery and Mechanization,ABEN70,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
24,AB Power Engineering,ABEN50,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
25,AB Products Processing and Storage,ABEN85,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
26,AB Structures Engineering,ABEN60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
27,"ABE and Related Laws, Specifications, Contracts, and Professional Ethics",ABEN24,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
28,Abstract Algebra,BSEM37,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
29,AC and DC Industrial Motor Controls,ELEC90,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
30,Accountancy Research,ACTG32,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
31,Accounting for Business Combinations,ACTG31,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
32,Accounting for Government and Non-Profit Organizations,ACTG33,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
33,Accounting for Special Transactions,ACTG30,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
34,Accounting Information System,ITEC30,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
35,Accounting Research Methods,ACTG29,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
36,"Adapted Physical Education and Recreation, Music and Health",SNED28,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
37,Administration and Management of Physical Education and Health Education Programs,BPED20,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
38,Administration and Supervision,MDWY110a,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
40,Advance Digital Electronics,ELEX75,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
41,Advanced Calculus I,BSAM65,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
42,Advanced Database System,DCIT55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
43,Advanced Engineering Math,DCEE22a,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
44,Advanced Engineering Mathematics,ENSC21a,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
45,Advanced Genetics I,BGEN50,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
46,Advanced Genetics II,BGEN55,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
47,Advanced Mathematics for IE,IENG70,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
48,Advanced Statistics,BSEM34,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
50,Agribusiness Commodity Systems,AGSC4,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
51,Agribusiness Finance,ETRP55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
52,Agribusiness Management,ETRP50,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
53,Agribusiness Research,ETRP60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
54,Agricultural Competency Appraisal I,AGSC197,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
55,Agricultural Competency Appraisal II,AGSC198,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
56,Agricultural Economics and Marketing,ECON12,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
57,Agricultural Extension and Communication,EXTN11,NULL,3,0,1,7/8/2024 16:27,11/25/2024 9:04
58,Agricultural Policy and Development,AGSC5,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
59,Agri-Fishery Part I,TECO25,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
60,Agri-Fishery Part II,TECO28,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
61,Agronomic Crop Production Enterprise,AECP131,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
62,Analysis of Urine and Body Fluids,MEDT15,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
63,Analytic Geometry,MATH1,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
64,Analytical Chemistry,BSES28,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
65,Analytical Chemistry (Qualitative and Quantitative Chem),CHEM16,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
66,Anatomy and Physiology,BSES24,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
67,Anatomy and Physiology of Human Movement,BPED65,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
68,Ang Filipino sa Kurikulum ng Batayang Edukasyon,BSEF23,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
69,Animal Breeding,ANSC131,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
70,Animal Diseases Prevention and Control,ANSC136,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
71,Animal Nutrition and Feeding,AEAP106,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
72,Animal Physiology,ANSC106,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
73,Animal Product Processing,AEAP121,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
74,Animal Welfare,ZOTC85,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
75,"Apiculture, Wildlife Conservation and Medicine",VMED95,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
76,Application Development and Emerging Technologies,DCIT26,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
77,Applied Business Tools and Technologies,TOUR23,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
78,Applied Business Tools and Technologies (GDS) with Lab,BSHM23,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
79,"Applied Motor Control  and Learning Exercise, Sports and Dance",BPED155,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
80,Applied Multivariate Analysis,BSAM121,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
81,Applied Physics,PHYS5,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
82,Applied Statistics,STAT2,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
83,Applied Statistics and Experimental Designs for Agricultural Science,STAT11,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
84,Applied Thermodynamics,ENGS29,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
85,Approaches and Practices in Pest Management,CRPT2,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
86,Aquaculture and Aquatic Animal Medicine,VMED85,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
87,Aquaculture Engineering,ABEN115,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
88,Aquatic Science,ENSC65,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
89,Aquatics,BPED105,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
90,Architectural Design I,ARCH50,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
91,Architectural Design II,ARCH60,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
92,Architectural Design III,ARCH75,NULL,1,2,1,7/8/2024 16:27,7/8/2024 16:27
93,Architectural Design IV,ARCH95,NULL,1,2,1,7/8/2024 16:27,7/8/2024 16:27
94,Architectural Design IX,ARCH205,NULL,1,4,1,7/8/2024 16:27,7/8/2024 16:27
95,Architectural Design V,ARCH115,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
96,Architectural Design VI,ARCH135,NULL,1,3,1,7/8/2024 16:27,7/8/2024 16:27
97,Architectural Design VII,ARCH160,NULL,1,4,1,7/8/2024 16:27,7/8/2024 16:27
98,Architectural Design VIII,ARCH185,NULL,1,4,1,7/8/2024 16:27,7/8/2024 16:27
99,Architectural Design X-Thesis,ARCH225,NULL,1,4,1,7/8/2024 16:27,7/8/2024 16:27
100,Architectural Interiors,ARCH70,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
101,Architectural Structures,ARCH28,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
102,Architecture and Organization,COSC65,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
103,Argumentation and Debate,ENLS121,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
104,Arnis and Disarming Techniques,FITT6,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
105,Art Appreciation,GNED01,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
106,Art Appreciation (Creativity in Engg Design),GNED01,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
107,Arts in Daily Living,HECO29,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
108,Arts in the K- 12 Curriculum,BPED55,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
109,Asian Language I,ALAN1,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
110,Asian Language II,ALAN2,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
111,Asian Studies,BSESS32,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
112,Assessment and Evaluation in Mathematics,BSEM40,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
113,Assessment and Evaluation in the Social Sciences,BSESS40,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
114,Assessment in Learning I,EDUC75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
115,Assessment in Learning II,EDUC80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
116,Assessment of Children's Development and Learning,ECED29,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
117,Assessment of Fitness and Sports,FASC130,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
118,Assessment of Fitness and Sports Performance,FASM115,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
119,Asset Protection,ISAD34,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
120,Astronomy,BSES35,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
121,Auditing and Assurance Principles,AUDI21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
122,Auditing and Assurance: Concepts and Applications I,AUDI22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
123,Auditing and Assurance: Concepts and Applications II,AUDI23,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
124,Auditing and Assurance: Specialized Industries,AUDI24,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
125,Auditing in a CIS Environment,AUDI25,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
126,AUTO Design Project I,AUTO200a,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
127,AUTO Design Project II,AUTO200b,NULL,0,2,1,7/8/2024 16:27,7/8/2024 16:27
128,Auto Electrical and Electronics System,AUTO50,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
129,Auto Shop Service Management,AUTO105,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
130,Automata Theory and Formal Languages,COSC100,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
131,Automotive Air-conditioning System,AUTO90,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
132,Automotive LPG System,AUTO80,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
133,Banking and Financial Institutions,FMGT55,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
134,Bar and Beverage Management with Lab,BSHM26,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
135,Barayti at Baryasyon ng Wika,BSEF31,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
136,Basic Biotechnology,GBIO110,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
137,Basic Farm Machineries and Mechanization,ABEN70a,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
138,"Basic Farm Machineries, Mechanization and Water Management",ABEN70a,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
139,Basic Food Preparation,FTEC55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
140,Basic Microeconomics,BMGT21,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
141,Basic Nutrition,FTEC100,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
142,Basic Occupational Health and Safety,DCEE25,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
143,Basic Occupational Safety and Health,IENG125,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
144,"Basic Occupational Safety, Health, and Environmental Protection",ISAD36,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
145,Basic Social Management and Administration,BSESS111,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
146,Basic Thermodynamics,ENGS28,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
147,Basic Veterinary Pharmacology,VPHM50,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
148,Behavior Management and Modification,SNED26,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
149,Behavioral Ecology,BECL55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
150,Beneficial Arthropods and Microorganisms,AGSC65,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
151,Biochemistry,BSES27,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
152,Biochemistry for Health Sciences,CHBH13,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
153,Biochemistry for Med Lab Science,CHEM14,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
154,Biodiversity Conservation,ENSC60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
155,"Biodiversity, Conservation and Resource Management",BECL85,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
156,Biological Research Methods,GBIO145,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
157,Biology Elective I,BELE1,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
158,Biology Elective II,BELE2,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
159,Biology for Health Sciences,BIOL5,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
160,Biomechanics,ELECTIVE,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
161,Biophysics,BPHY50,NULL,2,2,1,7/8/2024 16:27,7/8/2024 16:27
162,Biostatistics,SBIO100,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
163,Biostatistics and Epidemiology,MEDT05,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
164,Body Management and Under chassis,AUTO110,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
165,Body Repair and Painting,AUTO100,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
166,Bread and Pastry Production,BSHM131,NULL,1,2,1,7/8/2024 16:27,7/8/2024 16:27
167,Broadcast Journalism,JOUR90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
168,Building and Enhancing New Literacies Across the Curriculum,EDUC95,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
169,Building Systems Design,CENG65,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
170,Building Technology I,ARCH80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
171,Building Technology II,ARCH120,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
172,Building Technology III,ARCH140,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
173,Building Technology IV,ARCH190,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
174,Building Technology V,ARCH210,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
175,Building Utilities I,ARCH90,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
176,Building Utilities II,ARCH100,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
177,Building Utilities III,ARCH165,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
178,Building Wiring Installation and Design,ELEC60,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
179,Business and Competitive Intelligence in Industrial Security,ISAD39,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
180,Business Communication,ENLS112,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
181,Business Law,BMGT24,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
182,Business Law (Obligations and Contracts),BMGT24,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
183,Business Laws and Regulations,BLAW22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
184,Business Management and Application for Architecture I,ARCH220,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
185,Business Management and Application for Architecture II,ARCH235,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
186,Business Plan and Feasibility Studies,ETRP65,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
187,Business Report Writing,OFAD90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
188,Business Research,BMGT29,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
189,Business Taxation,TAXN22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
190,Business Ethics and Law,FASM140,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
191,CADD I,ARCH130,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
192,CADD II,ARCH155,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
193,Calculus,MATH2,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
194,Calculus (Integral and Differential),MATH8,NULL,5,0,1,7/8/2024 16:27,7/8/2024 16:27
195,Calculus I,BSAM50,NULL,4,0,1,7/8/2024 16:27,7/8/2024 16:27
196,Calculus I - Differential Calculus,MATH11,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
197,Calculus I with Analytic Geometry,BSEM27,NULL,4,0,1,7/8/2024 16:27,7/8/2024 16:27
198,Calculus II,BSAM55,NULL,4,0,1,7/8/2024 16:27,7/8/2024 16:27
199,Calculus II - Integral Calculus,MATH12,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
200,Calculus 3,BSAM60,NULL,4,0,1,7/8/2024 16:27,7/8/2024 16:27
201,Campus Journalism,BSEE40,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
202,Canine and Feline Medicine,VMED55,NULL,4,0,1,7/8/2024 16:27,7/8/2024 16:27
203,Capital Markets Management,FMGT80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
204,Capstone Project and Research I,ITEC200A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
205,Capstone Project and Research II,ITEC200B,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
206,Car Care Servicing Emission Control and Tune-up,AUTO75,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
207,Carburetion and Fuel Injection Calibration,AUTO70,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
208,Cardiorespiratory Fitness/ Aerobic Training,SESS100,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
209,"Care of Clients with Life Threatening Conditions/Problems/High Acuity Acutely/Ill/Multi-organ and Emergency Situations, Acute and Chronic (RLE)",NURS19,NULL,8,1,1,7/8/2024 16:27,7/8/2024 16:27
210,Care of Clients with Maladaptive Patterns of Behavior (RLE),NURS18,NULL,7,1,1,7/8/2024 16:27,7/8/2024 16:27
211,"Care of Clients with Problems in Nutrition and GI,  Metabolism and Endocrine, Perception and Coordination,   Acute and Chronic (RLE)",NURS17,NULL,8,1,1,7/8/2024 16:27,7/8/2024 16:27
212,"Care of Clients with Problems in Oxygenation Fluids and Electrolytes , Infectious, Inflammatory and Immunologic Response, Cellular Aberrations, Acute and Chronic (RLE)",NURS13,NULL,13,1,1,7/8/2024 16:27,7/8/2024 16:27
213,"Care of Mother, Child at Risk or with Problems (Acute and Chronic) (RLE)",NURS10,NULL,11,1,1,7/8/2024 16:27,7/8/2024 16:27
214,"Care of Mother, Child, Adolescent (Well Client) (RLE)",NURS08,NULL,8,1,1,7/8/2024 16:27,7/8/2024 16:27
215,Care of Older Person (RLE),NURS15,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
216,CE Competency Appraisal I,CENG196,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
217,CE Competency Appraisal II,CENG197,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
218,CE Competency Appraisal III,CENG198,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
219,"CE Laws, Ethics, Specification and Contracts",CENG105,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
220,CE Project I,CENG200a,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
221,CE Project II,CENG200b,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
222,CE Project 3,CENG200c,NULL,0,2,1,7/8/2024 16:27,7/8/2024 16:27
223,Cell and Molecular Biology,BIOL25,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
224,Cereal/ Bakery Science,FTEC116,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
225,Cereals and Field Legumes,CRSC116,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
226,"Character Formation with Leadership, Decision Making, Management and Admin",CFLM2,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
227,"Character Formation, Nationalism and Patriotism",CFLM1,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
228,Chemical Biology I: Organic Molecules,CBIO50,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
229,Chemical Biology II: Analytical Methods for Biology,CBIO55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
230,Chemical Biology 3: Biomolecules,CBIO60,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
231,Chemistry for Engineers,CHEM14,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
232,Child and Adolescent Development,HECO27,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
233,Child Development,ECED23,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
234,Children and Adolescent Literature,BSEE32,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
235,Children's Literature,ECED28,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
236,Civic Engagement and Participatory Communication,COMMELEC111,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
237,Civil Engineering Orientation,CENG21,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
238,Climate Science,ENSC70,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
239,Clinical Bacteriology,MEDT14,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
240,Clinical Chemistry I,MEDT13,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
241,Clinical Chemistry II,MEDT19,NULL,3,2,1,7/8/2024 16:27,7/8/2024 16:27
242,Clinical Internship I,MEDT25,NULL,0,12,1,7/8/2024 16:27,7/8/2024 16:27
243,Clinical Internship II,MEDT28,NULL,0,12,1,7/8/2024 16:27,7/8/2024 16:27
244,Clinical Management I (OB Emergencies High Risk Pregnancy Management),MDWY95a,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
245,Clinical Parasitology,MEDT09,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
246,Clinical Practicum ECC VIII (RLE),MDWY29b,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
247,Clinical Practicum I (RLE),MDWY55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
248,Clinical Practicum II (RLE),MDWY65,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
249,Clinical Practicum III (RLE),MDWY70,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
250,Clinical Practicum IV (RLE),MDWY80,NULL,5,1,1,7/8/2024 16:27,7/8/2024 16:27
251,Clinical Practicum IX (RLE),MDWY110b,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
252,Clinical Practicum V (RLE),MDWY90,NULL,6,1,1,7/8/2024 16:27,7/8/2024 16:27
253,Clinical Practicum VI (RLE),MDWY95b,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
254,Clinical Practicum VII (RLE),MDWY105b,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
255,Clinical Practicum VII CHM (RLE),MDWY100b,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
256,Clinical Psychology,BPSY106,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
257,Clinico-Pathological Conference I,VCLN60,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
258,Clinico-Pathological Conference II,VCLN65,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
259,Clothing Construction,HECO31,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
260,"Clothing Selection, Purchase, and Care",HECO26,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
261,Coaching Theory and Practice in Exercise and Sports,FASC150,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
262,Coffee and Cacao Production and Processing,CRSC111,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
263,Cognitive Psychology,BPSY90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
264,College Algebra,MATH2a,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
265,College and Advanced Algebra,BSEM22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
266,Communication in the ASEAN Setting,DVCMELEC125,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
267,Communication Management,COMM80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
268,Communication Media Law and Ethics,COMM70,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
269,Communication Media Laws and Ethics,DVCM75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
270,Communication Planning,COMM75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
271,Communication Programs and Campaigns,DVCM80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
272,Communication Research,COMM60,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
273,Communication Theory,COMM55,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
274,"Communication, Culture and Society",COMM65,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
275,"Communication, Culture, and Society",DVCM60,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
276,Communications I (Principles of Communication Systems),ECEN80,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
277,Communications II,ECEN90,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
278,Communications 3 (Transmission Media and Antenna),ECEN95,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
279,Communications 4 (Data Communications),ECEN100,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
280,Community and Public Health for Med Lab Science,MEDT03,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
281,Community Development and Social Change,DMGT22,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
282,Community Ecology,BECL60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
283,Community Health Nursing I Individual and Family as Client (RLE),NURS05,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
284,Community Health Nursing II Population Groups and Community  as Clients (RLE),NURS14,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
285,Community Health Program Management,MDWY125b,NULL,8,1,1,7/8/2024 16:27,7/8/2024 16:27
