id,title,code,description,lecture_units,laboratory_units,is_credit,created_at,updated_at
1412,Theory of Architecture II,ARCH65,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1413,Theory of Interest,BSAM120,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1414,Theory of Structures,ARCH26,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1415,Therapeutic Modalities,COAD3,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1416,Theriogenology,VMED80,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
1417,Thermodynamics,BSES29,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
1418,Thermodynamics and Heat Transfer,ENSC30,NULL,4,1,1,7/8/2024 16:27,7/8/2024 16:27
1419,Thesis,DMGT200A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1420,Thesis I,ABEN200a,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
1421,Thesis I (Proposal Writing),AGSC200a,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1422,Thesis I (Thesis Proposal and Outline Defense),VRES200A,NULL,0,2,1,7/8/2024 16:27,7/8/2024 16:27
1423,Thesis II,ABEN200b,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
1424,Thesis II (Conduct of Proposal),AGSC200b,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1425,Thesis II (Thesis Conduct and Defense),VRES200B,NULL,0,2,1,7/8/2024 16:27,7/8/2024 16:27
1426,Thesis 3,ABEN200c,NULL,4,0,1,7/8/2024 16:27,7/8/2024 16:27
1427,Thesis 3 (Manuscript Writing),AGSC200c,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
1428,Thesis/Special Project I,DVCM200A,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1429,Thesis/Special Project II,DVCM200B,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1430,Time Series Analysis,BSAM126,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1431,Tour and Travel Management,TOUR27,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1432,Tour Guiding Management,TOUR131,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1433,Tourism and Hospitality Management I (Macro Perspective),TOUR50,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1434,Tourism and Hospitality Management II (Micro Perspectives),TOUR65,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1435,Tourism and Hospitality Marketing,BSHM75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1436,Tourism and Hospitality Service Quality Management,BSHM100,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1437,Tourism and Hospitality Services Quality Management,TOUR90,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1438,Tourism Information Management,TOUR121,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1439,Tourism Policy Planning and Development,TOUR24,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1440,Traffic Management and Accident Investigation with Driving,CDIN4,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1441,Training and Development,HRMT60,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1442,Transition Education,SNED35,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1443,Translation Studies,ENLS135,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1444,Transmission and Distribution System,ELEC105,NULL,2,3,1,7/8/2024 16:27,7/8/2024 16:27
1445,Transportation Management,TOUR25,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1446,Treasury Management,FMGT 104,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1447,Trends and Issues in Social Studies,BSESS23,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1448,Trigonometry,BSEM23,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1449,Tropical Design,ARCH110,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1450,"Ugnayan ng Wika, Kultura at Lipunan",BSEF26,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1451,Undergraduate Seminar,ABEN190,NULL,1,0,1,7/8/2024 16:27,7/8/2024 16:27
1452,Undergraduate Thesis,BSAM200,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1453,Undergraduate Thesis I,BAPS195,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1454,Undergraduate Thesis II,BAPS200,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1455,Undergraduate Thesis III,BIOL200c,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1456,Undergraduate Thesis in Environmental Science I,ENSC200a,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1457,Undergraduate Thesis in Environmental Science II,ENSC200b,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1458,Undergraduate Thesis in Environmental Science III,ENSC200c,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1459,Understanding the Self,GNED08,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1460,Updates in Financial Reporting Standards,ACTG35,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1461,Vegetable and Herbs Production and Management,CRSC121,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1462,Veterinary Bacteriology and Mycology,VMCB55,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1463,Veterinary Clerkship,VCLN55,NULL,0,2,1,7/8/2024 16:27,7/8/2024 16:27
1464,Veterinary Clinical Pathology,VPTH60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1465,Veterinary Clinical Pharmacology,VPHM55,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
1466,Veterinary Competency Appraisal I,VCLN198A,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1467,Veterinary Competency Appraisal II,VCLN198B,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1468,Veterinary Developmental Anatomy,VETA60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1469,Veterinary Diagnostic Imaging,VSUR65,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1470,Veterinary Entomology and Protozoology,VPAR50,NULL,2,2,1,7/8/2024 16:27,7/8/2024 16:27
1471,Veterinary Epidemiology,VEPH50,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1472,Veterinary Food Safety and Hygiene,VEPH60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1473,Veterinary Helminthology,VPAR55,NULL,2,2,1,7/8/2024 16:27,7/8/2024 16:27
1474,Veterinary Internship I,VCLN70,NULL,0,10,1,7/8/2024 16:27,7/8/2024 16:27
1475,Veterinary Internship II,VCLN75,NULL,0,12,1,7/8/2024 16:27,7/8/2024 16:27
1476,Veterinary Jurisprudence and Ethics,VMED105,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1477,Veterinary Microscopic Anatomy (Histology),VETA65,NULL,2,2,1,7/8/2024 16:27,7/8/2024 16:27
1478,Veterinary Practice Management and Entrepreneurship,VMED100,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1479,Veterinary Reproductive Physiology and Endocrinology,VPHY60,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1480,veterinary Virology,VMCB60,NULL,2,0,1,7/8/2024 16:27,7/8/2024 16:27
1481,Vice and Drug Education and Control,CDIN7,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1482,Vice and Drug Education and Vice Control,ISAD32,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1483,Virology,BMCR80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1484,Visual Techniques I,ARCH22,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
1485,Visual Techniques II,ARCH24,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
1486,Visual Techniques III,ARCH25,NULL,1,1,1,7/8/2024 16:27,7/8/2024 16:27
1487,Waste Management Engineering,ABEN120,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1488,Watershed Management,ENSC80,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1489,Waves and Optics,BSES32,NULL,3,1,1,7/8/2024 16:27,7/8/2024 16:27
1490,Web System and Technologies I,ITEC50,NULL,2,1,1,7/8/2024 16:27,7/8/2024 16:27
1491,Wildlife Zoology,BANI80,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1492,Work Study and Measurement (Lab),IENG80,NULL,0,1,1,7/8/2024 16:27,7/8/2024 16:27
1493,Work Study and Measurement (Lec),IENG75,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1494,World History I (Ancient and Medieval Era),BSESS30,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1495,World History II (Modern and Contemporary Era),BSESS31,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1496,World Literature,GNED15,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1497,"Zoonoses, EIDs and One Health",VEPH55,NULL,3,0,1,7/8/2024 16:27,7/8/2024 16:27
1498,Abnormal Psychology,BPSY80,NULL,3,0,1,7/8/2024 17:52,7/8/2024 17:52
1499,Accounting,ACTG21,NULL,3,0,1,7/8/2024 17:52,7/8/2024 17:52
1500,Administrative Office Procedures and Management,OFAD70,NULL,3,0,1,7/8/2024 17:52,7/8/2024 17:52
1501,Advanced Shorthand,OFAD65,NULL,3,0,1,7/8/2024 17:52,7/8/2024 17:52
1502,Agricultural Economics,ELEC126,NULL,3,0,1,7/8/2024 17:52,7/8/2024 17:52
1503,Algebra and Trigonometry,MATH3,NULL,3,0,1,7/8/2024 17:52,7/8/2024 17:52
1504,Anthropology of Current Asian Issues,ISAS55,NULL,3,0,1,7/8/2024 17:52,7/8/2024 17:52
1505,Anthropology of Current European Issues,ISES55,NULL,3,0,1,7/8/2024 17:52,7/8/2024 17:52
1506,Competency Appraisal I,CRIM197,NULL,1,2,1,7/11/2024 21:11,7/12/2024 22:00
1507,Competency Appraisal II,CRIM198,NULL,1,2,1,7/11/2024 21:12,7/12/2024 22:00
1508,Organic Chemistry,CHEM4,NULL,2,1,0,7/11/2024 23:13,11/25/2024 9:30
1509,Genetics,GBIO120,NULL,2,1,1,7/11/2024 23:24,7/12/2024 16:24
1510,Animal Nutrition and Feeding,AGSC70,NULL,2,1,1,7/12/2024 17:34,7/12/2024 17:34
1511,ANSC121,Ruminant Production and Management,NULL,2,1,1,7/12/2024 21:30,7/12/2024 21:30
1512,Ruminant Production and Management,ANSC121,NULL,2,1,1,7/12/2024 21:31,7/12/2024 21:31
1513,Animal Product Processing,ANSC 126,NULL,2,1,1,7/12/2024 21:34,7/12/2024 21:34
1514,Colloquium,AGSC190c,NULL,1,0,1,7/12/2024 21:55,7/12/2024 21:55
1515,Introduction to Cybercrime and Digital Forensic Investigation,ISAD28,NULL,3,0,1,7/12/2024 22:19,7/12/2024 22:19
1516,Competency Appraisal,ISAD200,NULL,1,2,1,7/12/2024 22:42,7/12/2024 22:42
1517,Cytogenetics,MEDT07,NULL,2,0,1,7/19/2024 21:59,7/19/2024 21:59
1518,Introduction to Health Care,MDWY20,NULL,2,1,1,7/20/2024 0:04,7/20/2024 0:04
1519,Organic Chemistry,CHEM50,NULL,2,1,1,7/20/2024 0:27,7/20/2024 0:27
1520,Biochemistry,CHEM55,NULL,3,1,1,7/20/2024 0:34,7/20/2024 0:34
1521,General Zoology for Veterinary Medicine,VZOO100,NULL,3,1,1,7/20/2024 0:42,7/20/2024 0:42
1522,Equine Medicine,VMED75,NULL,2,0,1,7/22/2024 16:46,7/22/2024 16:46
1523,Swine Medicine,VMED65,NULL,2,0,1,7/22/2024 16:48,7/22/2024 16:48
1524,Irrigation and Water Management,ABEN75,NULL,2,1,1,7/22/2024 21:51,7/22/2024 21:51
1525,Anatomy and Physiology of Human Movement,SESS55,NULL,3,0,1,7/23/2024 18:02,8/7/2024 0:23
1526,"Individual and Dual Sports (Racket Sports,Athletics,Martial Arts)",SESS60,NULL,3,0,1,7/23/2024 18:05,7/23/2024 18:05
1527,"Principle Motor Control and Learning of Exercise, Sports and Dance",SESS70,NULL,3,0,1,7/23/2024 18:09,7/23/2024 18:09
1528,Biomechanics,FASC110,NULL,3,0,1,7/23/2024 18:16,7/23/2024 18:16
1529,Strength and Conditioning,FASC125,NULL,3,0,1,7/23/2024 18:26,7/23/2024 18:26
1530,Research 1,FASC180,NULL,3,0,1,7/23/2024 18:27,7/23/2024 18:27
1531,Elective 1 (2 lec/1 lab),ELECTIVE1,NULL,2,1,1,8/6/2024 22:23,8/7/2024 0:18
1532,Elective 1 (3 lec),ELECTIVE1,NULL,3,0,1,8/7/2024 0:20,8/7/2024 0:20
1533,Elective 2 (2 lec/1 lab),ELECTIVE2,NULL,2,1,1,8/7/2024 0:24,8/7/2024 0:24
1534,Elective 2 (3 lec),ELECTIVE2,NULL,3,0,1,8/7/2024 0:25,8/7/2024 0:25
1535,Elective 3 (2 lec/1 lab),ELECTIVE3,NULL,2,1,1,8/7/2024 0:27,8/7/2024 0:27
1536,Elective 3 (3 lec),ELECTIVE3,NULL,3,0,1,8/7/2024 0:28,8/7/2024 0:28
1537,Elective 4 (2 lec/1 lab),ELECTIVE4,NULL,2,1,1,8/7/2024 0:29,8/7/2024 0:29
1538,Elective 4 (3 lec),ELECTIVE4,NULL,3,0,1,8/7/2024 0:29,8/7/2024 0:29
1539,Elective 5 (2 lec/1 lab),ELECTIVE5,NULL,2,1,1,8/7/2024 0:30,8/7/2024 0:30
1540,Elective 5 (3 lec),ELECTIVE5,NULL,3,0,1,8/7/2024 0:31,8/7/2024 0:31
1542,Outdoor and Adventure,SESS110,NULL,3,0,1,8/7/2024 0:55,8/7/2024 0:55
1543,Research 1,FASM180,NULL,3,0,1,8/7/2024 1:22,8/7/2024 1:22
1544,Ergogenics and Healthy Eating in Exercise and Sports,FASM145,NULL,3,0,1,8/7/2024 1:25,8/7/2024 1:25
1545,Research 2,FASM190,NULL,6,0,1,8/7/2024 1:44,8/7/2024 1:44
1546,Intership,FASM190,NULL,6,0,1,8/7/2024 1:47,8/7/2024 1:47
1547,Competency Appraisal 1,EDUC197,NULL,3,0,1,8/7/2024 21:20,8/7/2024 21:20
1548,Research I,BPED165,NULL,3,0,1,8/7/2024 21:27,8/7/2024 21:27
1549,Competency Appraisal 2,EDUC198,NULL,3,0,1,8/7/2024 21:28,8/7/2024 21:28
1550,The Teaching Profession,EDUC55,NULL,3,0,1,8/7/2024 22:01,8/7/2024 22:01
1551,Teaching Internship,EDUC23,NULL,6,0,1,8/7/2024 23:04,8/7/2024 23:04
1552,Special Topic 1,BECED_SP,NULL,3,0,1,8/7/2024 23:19,8/7/2024 23:19
1553,Technology for Teaching and Learning 2,TECO27,NULL,3,0,1,8/9/2024 1:30,8/9/2024 1:30
1555,World History 2 (Modern and Contemporary Era),BSESS31,NULL,3,0,1,8/13/2024 18:54,8/13/2024 18:54
1556,Technology for Teaching and Learning 2,BSESS41,NULL,3,0,1,8/13/2024 18:55,8/13/2024 18:55
1558,"Risk Management as Applied to Safety, Security and Sanitation",TOUR55,NULL,3,0,1,9/13/2024 18:08,9/13/2024 18:08
1559,"Philippine Tourism, Geography and Culture",TOUR60,NULL,3,0,1,9/13/2024 18:11,9/13/2024 18:11
1560,Asian Language 1,ALAN21A,NULL,3,0,1,9/13/2024 18:18,9/13/2024 18:18
1561,Professional Development & Applied Ethics,TOUR70,NULL,3,0,1,9/13/2024 18:30,9/13/2024 18:30
1562,Asian Language 2,ALAN22A,NULL,3,0,0,9/13/2024 18:32,9/13/2024 18:33
1563,Tourism and Hospitality Marketing,TOUR75,NULL,3,0,1,9/16/2024 18:36,9/16/2024 18:36
1564,Entrepreneurship in Tourism and Hospitality,TOUR95,NULL,3,0,1,9/16/2024 18:45,9/16/2024 18:45
1565,Strategic Management in Tourism and Hospitality,TOUR161,NULL,3,0,1,9/16/2024 18:47,9/16/2024 18:47
1566,Operations Management,BADM24,NULL,3,0,0,9/16/2024 19:03,12/4/2024 14:04
1567,Manangement Science,BADM32,NULL,3,0,1,9/16/2024 19:09,9/16/2024 19:09
1568,Intermediate Accounting 3,ACTG27,NULL,3,0,1,9/16/2024 19:20,9/16/2024 19:20
1569,Human Behavior iin Organization,BADM31,NULL,3,0,1,9/16/2024 19:27,9/16/2024 19:27
1570,International Trade and Agreements,ECON24,NULL,3,0,1,9/16/2024 19:31,9/16/2024 19:31
1571,Strategic Management,BADM27,NULL,3,0,1,9/16/2024 19:39,9/16/2024 19:39
1572,Strategic Business Analysis,BADM32,NULL,3,0,1,9/16/2024 19:40,9/16/2024 19:40
1573,Financial Management,FMGT50,NULL,3,0,1,9/16/2024 20:01,9/16/2024 20:01
1574,Organic Chemistry,CHEM3c,NULL,3,2,1,11/21/2024 10:43,11/21/2024 10:43
1575,Biochemistry,CHEM12a,NULL,3,2,1,11/21/2024 10:51,11/21/2024 10:51
1576,Analytical Chemistry,CHEM16,NULL,3,2,1,11/21/2024 11:03,11/21/2024 11:03
1577,Environmental Economics,ENSC105,NULL,2,0,1,11/25/2024 9:15,11/25/2024 9:15
1578,Disaster Risk Reduction and Mangement,ENSC110,NULL,2,0,1,11/25/2024 9:19,11/25/2024 9:19
1579,Undergraduate Seminar,ENSC199,NULL,1,0,1,11/25/2024 9:21,11/25/2024 9:21
1580,***,COMMELEC116,NULL,3,0,1,11/25/2024 9:31,11/25/2024 9:31
1581,Undergraduate Thesis 1,COMM200A,NULL,3,0,1,11/25/2024 9:33,11/25/2024 9:33
1582,***,COMMELEC117,NULL,3,0,1,11/25/2024 9:34,11/25/2024 9:34
1583,***,COMMELEC118,NULL,3,0,1,11/25/2024 9:35,11/25/2024 9:35
1584,***,COMMELEC119,NULL,3,0,1,11/25/2024 9:35,11/25/2024 9:35
1585,Undergraduate Thesis 2,COMM200B,NULL,3,0,1,11/25/2024 9:37,11/25/2024 9:39
1587,Communication Theory,DVCM65,NULL,3,0,1,11/25/2024 10:47,11/25/2024 10:47
1588,Knowledge Management,DVCM90,NULL,3,0,1,11/25/2024 10:49,11/25/2024 10:49
1589,"Risk, Disaster, and Humanitarian Communication",DVCM95,NULL,3,0,1,11/25/2024 11:02,11/25/2024 11:02
1590,Communication Research,DVCM70,NULL,3,0,1,11/25/2024 11:08,11/25/2024 11:08
1591,Internship (200 hours),DVCM130,NULL,3,0,1,11/25/2024 11:09,11/25/2024 11:09
1592,Methods of Research,FTEC110,NULL,3,0,1,11/25/2024 13:42,11/25/2024 13:42
1593,Thesis 1,FTEC200A,NULL,1,0,1,11/25/2024 13:58,11/25/2024 13:58
1594,Thesis 1,FTEC 200A,NULL,0,1,1,11/25/2024 15:39,11/25/2024 15:39
1595,Undergraduate Seminar,FTEC190,NULL,1,0,1,11/25/2024 15:54,11/25/2024 15:54
1596,Thesis 2,FTEC200B,NULL,0,1,1,11/25/2024 15:55,11/25/2024 15:55
1597,Taxation,BMGT 28,NULL,3,0,1,11/25/2024 16:30,11/25/2024 16:30
1598,Economic  Development,ECON50,NULL,3,0,1,11/26/2024 7:40,11/26/2024 7:40
1599,Macroeconomics,ECON55,NULL,3,0,1,11/26/2024 7:41,11/26/2024 7:41
1600,Operations Research,ECON85,NULL,3,0,1,11/26/2024 7:53,11/26/2024 7:53
1601,Managerial Economics,ECON95,NULL,3,0,1,11/26/2024 7:58,11/26/2024 7:58
1602,Undergraduate Thesis 1,ECON200A,NULL,3,0,1,11/26/2024 9:42,11/26/2024 9:42
1603,Undergraduate Thesis 2,ECON200B,NULL,3,0,1,11/26/2024 9:42,11/26/2024 9:42
1604,Surveying,ENSC27,NULL,2,1,1,11/26/2024 10:25,11/26/2024 10:25
1605,Computer Aided Drafting (CAD),DRAW3,NULL,0,1,1,11/26/2024 10:27,11/26/2024 10:27
1606,Fluid Mechanics,ENSC26,NULL,2,1,1,11/26/2024 10:36,11/26/2024 10:36
1607,Engineering Economy,ENSC31,NULL,3,0,1,11/26/2024 10:41,11/26/2024 10:41
1608,Competency Appraisal I,ABEN196,NULL,1,1,1,11/26/2024 10:52,11/26/2024 10:52
1609,Technopreneurship,ENSC35,NULL,3,0,1,11/26/2024 10:55,11/26/2024 10:55
1610,Analytic Geometry,MATH21c,NULL,2,0,1,11/26/2024 11:12,11/26/2024 11:12
1612,Differential & Integral Calculus,MATH8a,NULL,3,0,1,11/26/2024 11:18,11/26/2024 11:18
1613,Mechanics of Deformable Bodies,ENSC24b,NULL,3,0,1,11/26/2024 11:34,11/26/2024 11:34
1615,Chemistry for Engineers,CHME14,NULL,3,1,1,11/26/2024 13:28,11/26/2024 13:28
1616,Computer Hardware Fundamentals,CPEN55,NULL,0,1,1,11/26/2024 13:42,11/26/2024 13:42
1617,Discrete Mathematics,DCEE21,NULL,3,0,1,11/26/2024 13:43,11/26/2024 13:43
1618,Engineering Economics,ENGS31,NULL,3,0,1,11/26/2024 13:53,11/26/2024 13:53
1619,Operating Systems,CPEN95,NULL,2,1,1,11/26/2024 14:11,11/26/2024 14:11
1620,Kontekstwalisadong Komunikasyon sa Filipino,GNED10,NULL,3,0,1,11/26/2024 14:27,11/26/2024 14:27
1621,Object Oriented Programming,DCIT50,NULL,2,1,1,11/26/2024 14:41,11/26/2024 14:41
1622,Linear Algebra,MATH3,NULL,3,0,1,11/26/2024 14:52,11/26/2024 14:52
1623,Methods of Research,DCIT60,NULL,3,0,1,11/26/2024 15:01,11/26/2024 15:01
1624,Practicum,COSC199,NULL,3,0,1,11/26/2024 15:07,11/26/2024 15:07
1625,General Zoology,ZOOL1,NULL,2,1,1,11/26/2024 15:10,11/26/2024 15:10
1626,Undergraduate Thesis I,COSC200A,NULL,3,0,1,11/26/2024 15:21,11/26/2024 15:21
1627,Undergraduate Thesis II,COSC200B,NULL,3,0,1,11/26/2024 15:22,11/26/2024 15:22
1628,Human Anatomy and Physiology,BMED105,NULL,3,2,1,11/27/2024 9:23,11/27/2024 9:23
1629,Introduction to Communication,JOUR55,NULL,3,0,1,11/27/2024 11:52,11/27/2024 11:52
1630,Communication Thoery,JOUR60,NULL,3,0,1,11/28/2024 10:26,11/28/2024 10:26
1631,Cognate 1 (3 lec),COGNATE1,NULL,3,0,1,11/28/2024 14:58,11/28/2024 14:58
1632,Cognate 2 (3 lec),COGNATE2,NULL,3,0,1,11/28/2024 15:12,11/28/2024 15:12
1633,Cognate 3 (3 lec),COGNATE3,NULL,3,0,1,11/28/2024 15:20,11/28/2024 15:20
1634,Undergraduate Thesis,JOUR200,NULL,3,0,1,11/28/2024 15:43,11/28/2024 15:43
1635,Cognate 4 (3 lec),COGNATE4,NULL,3,0,1,11/28/2024 15:44,11/28/2024 15:44
1636,Cognate 5 (3 lec),COGNATE5,NULL,3,0,1,11/28/2024 15:44,11/28/2024 15:44
1637,Cognate 6 (3 lec),COGNATE6,NULL,3,0,1,11/28/2024 15:47,11/28/2024 15:47
1638,Panitikang Panlipunan,GNED11,NULL,3,0,1,11/28/2024 17:24,11/28/2024 17:24
1639,Technology for Teaching and Learning 2,BSEF40,NULL,3,0,1,12/3/2024 17:24,12/3/2024 17:24
1640,Linear Algebra,BSEM33,NULL,3,0,1,12/3/2024 17:44,12/3/2024 17:44
1641,Calculus 2,BSEM28,NULL,4,0,1,12/4/2024 9:27,12/4/2024 9:27
1642,Calculus 3,BSEM29,NULL,3,0,1,12/4/2024 9:30,12/4/2024 9:30
1643,Mathematics of Investment,BSEM31,NULL,3,0,1,12/4/2024 9:30,12/4/2024 9:30
1644,Cell and Molecular Biology,BSES22,NULL,3,1,1,12/4/2024 10:03,12/4/2024 10:03
1645,Quantitative Techniques in Business,BADM21,NULL,3,0,1,12/4/2024 13:48,12/4/2024 13:48
1646,Human Resource Management,BADM22,NULL,3,0,1,12/4/2024 13:49,12/4/2024 13:49
1647,Business Law (Obligations and Contracts),BADM23,NULL,3,0,1,12/4/2024 13:50,12/4/2024 13:50
1648,Good Governance and Social Responsibility,BADM25,NULL,3,0,1,12/4/2024 14:08,12/4/2024 14:08
1649,Taxation (Income and Taxation),TAXN21,NULL,3,0,1,12/4/2024 14:09,12/4/2024 14:54
1650,Business Research,BADM26,NULL,3,0,1,12/4/2024 14:13,12/4/2024 14:13
1651,Undergraduate Thesis/EDP (Proposal),BADM200A,NULL,1,0,1,12/4/2024 14:17,12/4/2024 14:17
1652,Research/EDP (Final Manuscript),BADM200B,NULL,2,0,1,12/4/2024 14:22,12/4/2024 14:22
1653,Practicum Integrated Learning 2 (600 hours),BADM199,NULL,6,0,1,12/4/2024 14:22,12/4/2024 14:22
1654,Business Communication,SMGT55,NULL,3,0,1,12/10/2024 8:43,12/10/2024 8:43
1655,Service Marketing,SMGT75,NULL,3,0,1,12/10/2024 8:48,12/10/2024 8:48
1656,Project Management,SMGT60,NULL,3,0,1,12/10/2024 8:56,12/10/2024 8:56
1657,Administrative Office Management,HRMT50,NULL,3,0,1,12/10/2024 10:46,12/10/2024 10:46
1658,Advertising,MKTG70,NULL,3,0,1,12/11/2024 9:23,12/11/2024 9:23
1659,Quantitative Techniques in Business,BMGT60,NULL,2,1,1,12/11/2024 14:14,12/11/2024 14:14
1661,Special Topics,AECP90,NULL,2,0,1,12/16/2024 14:30,12/16/2024 14:30
1662,Seminar,AECP190,NULL,1,0,1,12/16/2024 14:32,12/16/2024 14:32
1663,Enterprise Development Project 1,AECP199A,NULL,3,0,1,12/16/2024 14:33,12/16/2024 14:33
1664,Enterprise Development Project 2,AECP199B,NULL,12,0,1,12/16/2024 14:33,12/16/2024 14:33
1665,Basic Occupational Health and Safety,INDT21,NULL,2,0,1,1/15/2025 10:40,1/15/2025 10:40
1666,Environmental Science,ENGS33,NULL,3,0,1,1/15/2025 13:16,1/15/2025 13:16
1667,Intellectual Property Rights,INDT25,NULL,3,0,1,1/15/2025 13:17,1/15/2025 13:17
1668,Electronics Principle (Active and Passive Components),ELEC55,NULL,2,1,1,1/15/2025 13:56,1/15/2025 13:56
1669,Supervised Industrial Training 1,ELEC199A,NULL,0,3,1,1/15/2025 14:08,1/15/2025 14:08
1670,Instrumentation and Controls,ELEC100,NULL,2,3,1,1/15/2025 14:59,1/15/2025 14:59
1671,Supervised Industrial Training 2,ELEC199B,NULL,0,8,1,1/15/2025 15:05,1/15/2025 15:05
1672,Supervised Industrial Training 3,ELEC199C,NULL,0,8,1,1/15/2025 15:06,1/15/2025 15:06
1673,Supervised Industrial Training 1,ELEX199a,NULL,0,3,0,1/15/2025 16:24,1/22/2025 9:27
1674,Operations Management,IENG105,NULL,3,1,1,1/20/2025 13:05,1/20/2025 13:05
1675,Microbiology and Parasitology,MICR21,NULL,3,1,1,1/20/2025 14:25,1/20/2025 14:25
1676,Biostatistics,STAT3,NULL,2,1,1,1/20/2025 15:40,1/20/2025 15:40
1677,CP MAJOR (Select 1 from any Midwifery Majors),MDWYElec1,NULL,3,0,1,1/20/2025 16:47,1/20/2025 16:47
1678,Basic Thermodynamics,ENSC28a,NULL,2,0,1,1/21/2025 9:00,1/21/2025 9:00
1679,Electrical Circuits 1,EENG55,NULL,3,1,1,1/21/2025 9:02,1/21/2025 9:02
1680,Electrical Circuits 2,EENG65,NULL,3,1,1,1/21/2025 9:12,1/21/2025 9:12
1681,Engineering Management,ENSC31a,NULL,2,0,1,1/21/2025 9:40,1/21/2025 9:40
1682,Competency Appraisal 1,ECEN196,NULL,2,1,1,1/21/2025 13:16,1/21/2025 13:16
1683,Competency Appraisal 2,ECEN197,NULL,2,0,1,1/21/2025 13:25,1/21/2025 13:25
